"","wage","educ","exper","tenure","nonwhite","female","married","numdep","smsa","northcen","south","west","construc","ndurman","trcommpu","trade","services","profserv","profocc","clerocc","servocc"
"119",3.79999995231628,15,6,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"120",3,8,33,12,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
"121",5,16,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"122",4.63000011444092,14,4,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1
"123",3,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"124",3.20000004768372,12,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"125",3.91000008583069,18,17,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0
"126",6.42999982833862,16,17,3,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0
"127",5.48000001907349,10,36,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"128",1.5,8,31,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"129",2.90000009536743,10,23,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1
"130",5,11,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"131",8.92000007629395,18,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"132",5,15,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"133",3.51999998092651,12,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"134",2.90000009536743,11,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"135",4.5,12,12,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0
"136",2.25,12,5,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1
"137",5,14,19,5,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0
"138",10,16,9,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0
"139",3.75,2,39,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"140",10,14,28,11,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"141",10.9499998092651,16,23,20,0,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0
"142",7.90000009536743,12,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"143",4.71999979019165,12,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"144",5.84000015258789,13,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
"145",3.82999992370605,12,18,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0
"146",3.20000004768372,15,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0
"147",2,10,3,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1
"148",4.5,12,31,4,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0
"149",11.5500001907349,16,20,5,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0
"150",2.14000010490417,13,34,15,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"151",2.38000011444092,9,5,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1
"152",3.75,12,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"153",5.51999998092651,13,31,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"154",6.5,12,8,5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"155",3.09999990463257,12,2,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"156",10,14,18,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0
"157",6.63000011444092,16,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"158",10,16,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"159",2.30999994277954,9,4,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1
"160",6.88000011444092,18,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"161",2.82999992370605,10,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0
"162",3.13000011444092,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
"163",8,13,28,5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"164",4.5,12,47,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"165",8.64999961853027,18,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"166",2,13,2,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"167",4.75,12,48,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"168",6.25,13,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"169",6,13,8,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1
"170",15.3800001144409,13,25,21,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0
"171",14.5799999237061,18,13,7,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"172",12.5,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"173",5.25,12,19,10,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0
"174",2.17000007629395,13,1,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"175",7.1399998664856,12,43,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"176",6.21999979019165,12,19,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
"177",9,12,11,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"178",10,14,43,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"179",5.76999998092651,10,44,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"180",4,12,22,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0
"181",8.75,16,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
"182",6.53000020980835,16,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"183",7.59999990463257,12,41,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"184",5,14,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"185",5,12,14,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"186",21.8600006103516,12,24,16,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0
"187",8.64000034332275,12,28,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"188",3.29999995231628,12,25,8,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"189",4.44000005722046,12,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"190",4.55000019073486,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"191",3.5,12,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"192",6.25,16,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
"193",3.84999990463257,16,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"194",6.17999982833862,14,9,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"195",2.91000008583069,11,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0
"196",6.25,16,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"197",6.25,12,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"198",9.05000019073486,12,10,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0
"199",10,17,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"200",11.1099996566772,12,30,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"201",6.88000011444092,12,31,19,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1
"202",8.75,16,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"203",10,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"204",3.04999995231628,12,10,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0
"205",3,12,38,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"206",5.80000019073486,12,19,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"207",4.09999990463257,16,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"208",8,12,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"209",6.15000009536743,12,35,12,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"210",2.70000004768372,9,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"211",2.75,13,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
"212",3,16,19,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"213",3,14,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"214",7.3600001335144,8,36,24,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"215",7.5,14,29,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"216",3.5,13,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0
"217",8.10000038146973,12,38,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"218",3.75,18,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"219",3.25,9,29,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"220",5.82999992370605,8,36,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"221",3.5,8,4,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1
"222",3.32999992370605,12,45,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"223",4,14,22,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"224",3.5,12,20,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"225",6.25,16,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"226",2.95000004768372,8,15,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"227",5.71000003814697,13,10,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"228",3,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"229",22.8600006103516,16,16,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
"230",9,12,38,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"231",8.32999992370605,15,33,26,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"232",3,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"233",5.75,14,6,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"234",6.76000022888184,12,19,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"235",10,12,29,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0
"236",3,12,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"237",3.5,18,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"238",3.25,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"239",4,12,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"240",2.92000007629395,12,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"241",3.05999994277954,12,14,10,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0
"242",3.20000004768372,12,15,5,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"243",4.75,12,19,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"244",3,14,17,0,0,1,1,4,1,0,1,0,0,0,0,0,1,0,0,1,0
"245",18.1599998474121,16,29,7,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
"246",3.5,12,2,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0
"247",4.1100001335144,14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"248",1.96000003814697,11,38,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"249",4.28999996185303,12,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"250",3,10,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"251",6.44999980926514,12,7,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"252",5.19999980926514,6,47,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"253",4.5,13,23,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"254",3.88000011444092,12,12,3,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,1,0
"255",3.45000004768372,10,11,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1
"256",10.9099998474121,12,25,23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"257",4.09999990463257,14,6,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"258",3,13,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"259",5.90000009536743,12,14,7,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0
"260",18,18,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"261",4,12,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"262",3,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"263",3.54999995231628,12,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",3,12,11,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
"265",8.75,12,47,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",2.90000009536743,8,49,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"267",6.26000022888184,13,37,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"268",3.5,13,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"269",4.59999990463257,14,7,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"270",6,12,22,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"271",2.89000010490417,10,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"272",5.57999992370605,16,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"273",4,12,43,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"274",6,16,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"275",4.5,12,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
"276",2.92000007629395,14,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"277",4.32999992370605,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"278",18.8899993896484,17,26,20,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0
"279",4.28000020980835,13,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"280",4.57000017166138,14,37,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"281",6.25,15,12,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0
"282",2.95000004768372,14,41,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"283",8.75,12,24,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
